,chemicalFormula,names,preparation,Chemical Family,Crystallinity,Fracture Toughness,flatFormula,composition,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,band center,Miedema_deltaH_inter,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega,Yang delta,cohesive energy,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010
97,Si3N4.xSiO2,['Silicon nitride composite'],[{'name': 'Hot Pressing'}],Si-N:SiO,Polycrystalline,3.7,Si3.0N4.0Si0.1O0.2,Si3.1 N4 O0.2,7.0,14.0,7.0,9.999999999999998,3.397260273972602,7.0,78.0,87.0,9.0,80.43835616438356,2.07093263276412,82.0,14.0067,28.0855,14.0788,20.039963013698628,6.833195796584723,14.0067,54.8,1687.0,1632.2,752.4465753424656,793.7303058735221,63.05,14.0,16.0,2.0,14.602739726027394,0.5119159316945022,15.0,2.0,3.0,1.0,2.4246575342465757,0.488647025708388,2.0,66.0,111.0,45.0,87.84931506849314,19.66222555826609,71.0,1.9,3.44,1.54,2.566849315068493,0.566365171702008,3.04,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,2.602739726027397,0.5119159316945018,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.602739726027397,0.5119159316945018,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.3972602739726026,0.5119159316945017,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.3972602739726026,0.5119159316945017,3.0,9.105,20.44,11.335,17.02191780821918,2.9030287108275474,14.76875,0.0,6.437,6.437,3.855383561643835,2.8291686995683993,6.437,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,203.02739726027394,20.360292737849498,194.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.4984077197533554,,3,0.6937784801151012,0.622409972767165,0.5756397110295851,0.5602318151302763,0.5520846701609231,0.0,2.0,2.602739726027397,0.0,0.0,0.43452380952380953,0.5654761904761905,0.0,0.0,,0.21628515902008968,,0.01512868545489626,0.01512868545489626,0.03464172504335174,0.04808638399951067,0.06943095539159494
98,Si3N4.xSiO2,['Silicon nitride'],[{'name': 'Hot Pressing'}],Si-N:SiO,Polycrystalline,5.3,Si3.0N4.0Si0.1O0.2,Si3.1 N4 O0.2,7.0,14.0,7.0,9.999999999999998,3.397260273972602,7.0,78.0,87.0,9.0,80.43835616438356,2.07093263276412,82.0,14.0067,28.0855,14.0788,20.039963013698628,6.833195796584723,14.0067,54.8,1687.0,1632.2,752.4465753424656,793.7303058735221,63.05,14.0,16.0,2.0,14.602739726027394,0.5119159316945022,15.0,2.0,3.0,1.0,2.4246575342465757,0.488647025708388,2.0,66.0,111.0,45.0,87.84931506849314,19.66222555826609,71.0,1.9,3.44,1.54,2.566849315068493,0.566365171702008,3.04,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,2.602739726027397,0.5119159316945018,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.602739726027397,0.5119159316945018,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.3972602739726026,0.5119159316945017,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.3972602739726026,0.5119159316945017,3.0,9.105,20.44,11.335,17.02191780821918,2.9030287108275474,14.76875,0.0,6.437,6.437,3.855383561643835,2.8291686995683993,6.437,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,203.02739726027394,20.360292737849498,194.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.4984077197533554,,3,0.6937784801151012,0.622409972767165,0.5756397110295851,0.5602318151302763,0.5520846701609231,0.0,2.0,2.602739726027397,0.0,0.0,0.43452380952380953,0.5654761904761905,0.0,0.0,,0.21628515902008968,,0.01512868545489626,0.01512868545489626,0.03464172504335171,0.04808638399951067,0.06943095539159497
99,Si3N4.xTiB2,['Silicon nitride'],[{'name': 'Hot Pressing'}],Si-Ni:TiB,Polycrystalline,5.2,Si3.0N4.0Ti0.1B0.2,Si3 B0.2 N4 Ti0.1,5.0,22.0,17.0,10.027397260273972,3.5931694501782694,7.0,43.0,82.0,39.0,79.54794520547945,2.6871833364608744,82.0,10.811,47.867,37.056,20.168794520547944,7.265736160630511,14.0067,63.05,2348.0,2284.95,818.7534246575342,828.1681366109964,63.05,4.0,15.0,11.0,14.383561643835614,0.6755488834678178,15.0,2.0,4.0,2.0,2.4383561643835616,0.5044098329893038,2.0,71.0,160.0,89.0,89.01369863013697,20.01576280728091,71.0,1.54,3.04,1.5,2.5235616438356163,0.5659598423719272,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.4931506849315066,0.55545130418465,3.0,0.0,2.0,2.0,0.0273972602739726,0.0540439106774254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.520547945205479,0.5254269093638582,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.424657534246575,0.5592043535372488,3.0,0.0,8.0,8.0,0.1095890410958904,0.2161756427097016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,3.5342465753424657,0.5854756990054419,3.0,7.1725,20.44,13.267500000000002,16.91760273972603,2.8951210358416213,14.76875,0.0,6.437,6.437,3.886547945205479,2.7950159504597485,6.437,0.0,2.25333333333e-05,2.25333333333e-05,3.086757990863013e-07,6.088947269647588e-07,0.0,166.0,227.0,61.0,206.79452054794518,16.60724338525051,194.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.4558188845254274,4.59946340481527,4,0.6856160962324492,0.6161766745439886,0.5717846411410019,0.5578414136713874,0.5509553629893655,0.0136986301369863,2.0,2.4931506849315066,0.027397260273972605,0.0,0.4424242424242424,0.5515151515151514,0.006060606060606061,0.0,0.07029120639521484,0.2184459633525352,,0.002914401318468993,0.011274898498996523,0.040060198962024174,0.046469206026815146,0.05266781431561283
100,Si3N4.xTiN,['Silicon nitride composite'],[{'name': 'Sintering'}],Si-N:TiN,Polycrystalline,10.9,Si3.0N4.0Ti0.1N0.1,Si3 N4.1 Ti0.1,7.0,22.0,15.0,10.125000000000002,3.559027777777778,7.0,43.0,82.0,39.0,79.79166666666667,2.515046296296296,82.0,14.0067,47.867,33.860299999999995,20.34314861111111,7.216510918209877,14.0067,63.05,1941.0,1877.95,765.7784722222224,800.329648919753,63.05,4.0,15.0,11.0,14.430555555555555,0.648533950617284,15.0,2.0,4.0,2.0,2.444444444444445,0.506172839506173,2.0,71.0,160.0,89.0,88.90277777777777,20.389274691358022,71.0,1.54,3.04,1.5,2.5441666666666665,0.5646990740740742,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.5416666666666665,0.5219907407407408,3.0,0.0,2.0,2.0,0.027777777777777783,0.054783950617283965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.569444444444445,0.4903549382716049,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.375,0.5208333333333334,3.0,0.0,8.0,8.0,0.11111111111111113,0.21913580246913586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,3.4861111111111116,0.5536265432098767,3.0,14.76875,20.44,5.671250000000001,17.158454861111114,2.734620949074075,14.76875,0.0,6.437,6.437,3.9875972222222225,2.7895976080246916,6.437,0.0,2.25333333333e-05,2.25333333333e-05,3.129629629625e-07,6.172325102871528e-07,0.0,194.0,227.0,33.0,207.75,16.041666666666668,194.0,p,N,-0.266297,p,N,-0.266297,0.0,-2.4758336867005077,2.8505502935571454,3,0.7057414453284723,0.6357800732087782,0.5915479690365891,0.578168244947264,0.571901293102074,0.013888888888888892,2.0,2.5416666666666665,0.027777777777777783,0.0,0.4376899696048632,0.5562310030395137,0.006079027355623101,0.0,0.05617674755169549,0.22160579029716662,,0.005103502155127139,0.011546737481789741,0.03402069087198853,0.04008095375997694,0.053919766708360885
101,Si3N4.xY2O3,['Silicon nitride'],[{'name': 'Hot Pressing'}],Si-N:Y,Polycrystalline,4.2,Si3.0N4.0Y0.2O0.3,Si3 N4 Y0.2 O0.3,7.0,39.0,32.0,10.693333333333333,4.155022222222223,7.0,12.0,87.0,75.0,78.73333333333333,4.145777777777778,82.0,14.0067,88.90585,74.89915,21.715238666666668,8.679708337777777,14.0067,54.8,1799.0,1744.2,758.5920000000001,798.2148266666666,63.05,3.0,16.0,13.0,14.319999999999999,0.8597333333333336,15.0,2.0,5.0,3.0,2.48,0.5504,2.0,66.0,190.0,124.0,89.97333333333333,22.156088888888885,71.0,1.22,3.44,2.2199999999999998,2.5514666666666668,0.592184888888889,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.56,0.5845333333333333,3.0,0.0,1.0,1.0,0.02666666666666667,0.05191111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.586666666666667,0.5539555555555555,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.2800000000000002,0.5760000000000001,3.0,0.0,9.0,9.0,0.24000000000000002,0.46720000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.5200000000000005,0.6762666666666667,3.0,9.105,32.365,23.26,17.279933333333336,3.332590222222223,14.76875,0.0,6.437,6.437,3.7422666666666666,2.874382222222222,6.437,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,199.92,21.663999999999998,194.0,p,Si,-0.153293,p,Si,-0.153293,0.0,-2.4705820676102785,,4,0.6683977525063617,0.5998024040693597,0.5565372633101463,0.5429656435531891,0.5362632199766018,0.0,2.0,2.56,0.02666666666666667,0.0,0.436046511627907,0.5581395348837209,0.005813953488372093,0.0,,0.2662947246665355,,-0.0002794081296609463,0.01423821611276323,0.052800102524570444,0.061592275219867376,0.06648089967150078
102,Si3N4.xY2O3,['Silicon nitride'],nan,Si-N:Y,Polycrystalline,5.949999999999999,Si3.0N4.0Y0.2O0.3,Si3 N4 Y0.2 O0.3,7.0,39.0,32.0,10.693333333333333,4.155022222222223,7.0,12.0,87.0,75.0,78.73333333333333,4.145777777777778,82.0,14.0067,88.90585,74.89915,21.715238666666668,8.679708337777777,14.0067,54.8,1799.0,1744.2,758.5920000000001,798.2148266666666,63.05,3.0,16.0,13.0,14.319999999999999,0.8597333333333336,15.0,2.0,5.0,3.0,2.48,0.5504,2.0,66.0,190.0,124.0,89.97333333333333,22.156088888888885,71.0,1.22,3.44,2.2199999999999998,2.5514666666666668,0.592184888888889,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.56,0.5845333333333333,3.0,0.0,1.0,1.0,0.02666666666666667,0.05191111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.586666666666667,0.5539555555555555,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.2800000000000002,0.5760000000000001,3.0,0.0,9.0,9.0,0.24000000000000002,0.46720000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.5200000000000005,0.6762666666666667,3.0,9.105,32.365,23.26,17.279933333333336,3.332590222222223,14.76875,0.0,6.437,6.437,3.7422666666666666,2.874382222222222,6.437,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,199.92,21.663999999999998,194.0,p,Si,-0.153293,p,Si,-0.153293,0.0,-2.4705820676102785,,4,0.6683977525063617,0.5998024040693597,0.5565372633101463,0.5429656435531891,0.5362632199766018,0.0,2.0,2.56,0.02666666666666667,0.0,0.436046511627907,0.5581395348837209,0.005813953488372093,0.0,,0.2662947246665355,,-0.0002794081296609463,0.01423821611276323,0.052800102524570444,0.061592275219867376,0.06648089967150078
103,Si3N4.xY2O3.yAl2O3,['Silicon nitride composite'],nan,Si-N:Al,Polycrystalline,5.900000000000001,Si3.0N4.0Y0.2O0.3Al0.2O0.3,Si3 Al0.2 N4 Y0.2 O0.6,7.0,39.0,32.0,10.65,4.0475,7.0,12.0,87.0,75.0,78.89999999999999,4.315000000000001,82.0,14.0067,88.90585,74.89915,21.632552215,8.470825047249999,14.0067,54.8,1799.0,1744.2,736.5717500000001,775.7875124999999,63.05,3.0,16.0,13.0,14.349999999999998,0.8975000000000003,15.0,2.0,5.0,3.0,2.4749999999999996,0.5462499999999999,2.0,66.0,190.0,124.0,89.85,22.4275,71.0,1.22,3.44,2.2199999999999998,2.56125,0.6105625000000001,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.575,0.6387499999999999,3.0,0.0,1.0,1.0,0.025,0.04875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.6000000000000005,0.61,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.275,0.63,3.0,0.0,9.0,9.0,0.225,0.43875000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.5,0.7250000000000001,3.0,9.105,32.365,23.26,16.953375,3.3855500000000007,14.76875,0.0,6.437,6.437,3.508375,2.9286250000000003,6.437,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,193.5,27.224999999999998,194.0,p,Si,-0.153293,p,Si,-0.153293,0.0,-2.4748046195809534,,5,0.6304760106459245,0.5627200784919703,0.521759914761771,0.5090303996395624,0.5027467690022545,0.0,2.0,2.575,0.025,0.0,0.4347826086956522,0.5597826086956522,0.005434782608695653,0.0,,0.2777895117448205,,-0.003251190282117725,0.013053843808791273,0.03872983346207418,0.04620447561011689,0.05032826045356342
104,Si3N4.xY2O3.yAl2O3,['Silicon nitride'],[{'name': 'Hot Pressing'}],Si-N:Al,Polycrystalline,5.1,Si3.0N4.0Y0.2O0.3Al0.2O0.3,Si3 Al0.2 N4 Y0.2 O0.6,7.0,39.0,32.0,10.65,4.0475,7.0,12.0,87.0,75.0,78.89999999999999,4.315000000000001,82.0,14.0067,88.90585,74.89915,21.632552215,8.470825047249999,14.0067,54.8,1799.0,1744.2,736.5717500000001,775.7875124999999,63.05,3.0,16.0,13.0,14.349999999999998,0.8975000000000003,15.0,2.0,5.0,3.0,2.4749999999999996,0.5462499999999999,2.0,66.0,190.0,124.0,89.85,22.4275,71.0,1.22,3.44,2.2199999999999998,2.56125,0.6105625000000001,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.575,0.6387499999999999,3.0,0.0,1.0,1.0,0.025,0.04875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.6000000000000005,0.61,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.275,0.63,3.0,0.0,9.0,9.0,0.225,0.43875000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.5,0.7250000000000001,3.0,9.105,32.365,23.26,16.953375,3.3855500000000007,14.76875,0.0,6.437,6.437,3.508375,2.9286250000000003,6.437,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,193.5,27.224999999999998,194.0,p,Si,-0.153293,p,Si,-0.153293,0.0,-2.4748046195809534,,5,0.6304760106459245,0.5627200784919703,0.521759914761771,0.5090303996395624,0.5027467690022545,0.0,2.0,2.575,0.025,0.0,0.4347826086956522,0.5597826086956522,0.005434782608695653,0.0,,0.2777895117448205,,-0.003251190282117725,0.013053843808791273,0.03872983346207418,0.04620447561011689,0.05032826045356342
105,Si3N4.xY2O3.yAl2O3,['Silicon nitride'],[{'name': 'Sintering'}],Si-N:Al,Polycrystalline,6.2,Si3.0N4.0Y0.2O0.3Al0.2O0.3,Si3 Al0.2 N4 Y0.2 O0.6,7.0,39.0,32.0,10.65,4.0475,7.0,12.0,87.0,75.0,78.89999999999999,4.315000000000001,82.0,14.0067,88.90585,74.89915,21.632552215,8.470825047249999,14.0067,54.8,1799.0,1744.2,736.5717500000001,775.7875124999999,63.05,3.0,16.0,13.0,14.349999999999998,0.8975000000000003,15.0,2.0,5.0,3.0,2.4749999999999996,0.5462499999999999,2.0,66.0,190.0,124.0,89.85,22.4275,71.0,1.22,3.44,2.2199999999999998,2.56125,0.6105625000000001,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.575,0.6387499999999999,3.0,0.0,1.0,1.0,0.025,0.04875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.6000000000000005,0.61,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.275,0.63,3.0,0.0,9.0,9.0,0.225,0.43875000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.5,0.7250000000000001,3.0,9.105,32.365,23.26,16.953375,3.3855500000000007,14.76875,0.0,6.437,6.437,3.508375,2.9286250000000003,6.437,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,193.5,27.224999999999998,194.0,p,Si,-0.153293,p,Si,-0.153293,0.0,-2.4748046195809534,,5,0.6304760106459245,0.5627200784919703,0.521759914761771,0.5090303996395624,0.5027467690022543,0.0,2.0,2.575,0.025,0.0,0.4347826086956522,0.5597826086956522,0.005434782608695653,0.0,,0.27778951174482064,,-0.003251190282117594,0.013053843808791404,0.03872983346207418,0.04620447561011689,0.05032826045356342
106,Si3N4.xY2O3.yAl2O3.zTiB2,['Silicon nitride composite'],[{'name': 'Hot Pressing'}],Si-N:Al,Polycrystalline,6.2,Si3.0N4.0Y0.2O0.3Al0.2O0.3Ti0.1B0.2,N4 Y0.2 Ti0.1 O0.6 Si3 B0.2 Al0.2,5.0,39.0,34.0,10.650602409638553,4.174190738859051,7.0,12.0,87.0,75.0,78.30120481927712,4.822760923210914,82.0,10.811,88.90585,78.09485000000001,21.687869604819277,8.750152795935549,14.0067,54.8,2348.0,2293.2,789.9125301204818,806.8717201335462,63.05,3.0,16.0,13.0,14.192771084337348,1.0393380751923358,15.0,2.0,5.0,3.0,2.4819277108433733,0.5574103643489621,2.0,66.0,190.0,124.0,90.55421686746986,22.713311075627807,71.0,1.22,3.44,2.2199999999999998,2.5363855421686745,0.6160545797648426,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.506024096385542,0.6921178690666279,3.0,0.0,2.0,2.0,0.048192771084337345,0.09290172739149367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.554216867469878,0.6386993758165191,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.277108433734939,0.6886340542894468,3.0,0.0,9.0,9.0,0.3132530120481928,0.6038612280447089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.5903614457831323,0.7989548555668456,3.0,7.1725,32.365,25.192500000000003,16.714518072289156,3.4473595587167947,14.76875,0.0,6.437,6.437,3.4182891566265057,2.9096008128901145,6.437,0.0,2.25333333333e-05,2.25333333333e-05,2.714859437746988e-07,5.364300575789228e-07,0.0,12.0,227.0,215.0,192.8433734939759,27.43968645667006,194.0,p,Si,-0.153293,p,Si,-0.153293,0.0,-2.449270778955403,,7,0.6082846053669559,0.5423986331756965,0.5029011488572257,0.4906317105446505,0.4845751990383219,0.012048192771084336,2.0,2.506024096385542,0.048192771084337345,0.0,0.4391534391534392,0.5502645502645502,0.010582010582010581,0.0,,0.27814637143755044,,0.01002618034924169,0.016418610751757306,0.04797019685046865,0.05207134162037778,0.05486737644335389
107,Si3N4.xY2O3.yAl2O3.zTiN,['Silicon nitride composite'],[{'name': 'Hot Pressing'}],Si-N:Al,Polycrystalline,7.3,Si3.0N4.0Y0.2O0.3Al0.2O0.3Ti0.1N0.1,N4.1 Y0.2 Ti0.1 O0.6 Si3 Al0.2,7.0,39.0,32.0,10.74390243902439,4.145449137418204,7.0,12.0,87.0,75.0,78.50000000000001,4.743902439024389,82.0,14.0067,88.90585,74.89915,21.859486307317074,8.710359913265913,14.0067,54.8,1941.0,1886.2,743.0462195121952,780.7151784651993,63.05,3.0,16.0,13.0,14.23170731707317,1.0270672218917312,15.0,2.0,5.0,3.0,2.4878048780487805,0.5591909577632361,2.0,66.0,190.0,124.0,90.47560975609757,23.057406305770375,71.0,1.22,3.44,2.2199999999999998,2.5546341463414635,0.6149315883402737,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.548780487804878,0.6635930993456276,3.0,0.0,2.0,2.0,0.04878048780487806,0.09399167162403334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.597560975609757,0.6076740035693039,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.231707317073171,0.6484235574063059,3.0,0.0,9.0,9.0,0.3170731707317074,0.6109458655562165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.548780487804878,0.7754312908982749,3.0,9.105,32.365,23.26,16.923521341463417,3.3262760261748965,14.76875,0.0,6.437,6.437,3.5013048780487805,2.9356951219512197,6.437,0.0,2.25333333333e-05,2.25333333333e-05,2.747967479670732e-07,5.428911362276323e-07,0.0,12.0,227.0,215.0,193.51219512195124,26.56276026174895,194.0,p,Si,-0.153293,p,Si,-0.153293,0.0,-2.466708891882016,,6,0.6249330719667784,0.5586956193573737,0.5194137835685245,0.5076600161971195,0.5021572331843609,0.012195121951219514,2.0,2.548780487804878,0.04878048780487806,0.0,0.43501326259946943,0.5543766578249336,0.010610079575596816,0.0,,0.28122002193227935,,-0.007546026392772707,0.016075243183943256,0.03831675490079121,0.046102097733692365,0.04858647705779727
108,Si3N4.xY2O3.yLaO2.zAl2O3,['Silicon nitride composite'],nan,Si-N:Al,Polycrystalline,6.7,Si3.0N4.0Y0.2O0.3La0.1O0.2Al0.2O0.3,N4 Y0.2 La0.1 O0.8 Si3 Al0.2,7.0,57.0,50.0,11.14457831325301,4.600958049063724,7.0,12.0,87.0,75.0,78.30120481927712,5.241979968065029,82.0,14.0067,138.90547,124.89877000000001,22.909740327710843,9.913357487472782,14.0067,54.8,1799.0,1744.2,725.6426506024095,767.9625838292931,63.05,3.0,16.0,13.0,14.253012048192769,1.0567571490782408,15.0,2.0,6.0,4.0,2.506024096385542,0.5852808825664101,2.0,66.0,207.0,141.0,90.6867469879518,23.734068805341845,71.0,1.1,3.44,2.34,2.5648192771084335,0.6267150529830164,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.578313253012048,0.6805051531426912,3.0,0.0,1.0,1.0,0.03614457831325302,0.06967629554362027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.614457831325301,0.638699375816519,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.2048192771084336,0.6613441718681956,3.0,0.0,9.0,9.0,0.3253012048192771,0.6270866598925822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.5301204819277108,0.8059224851212077,3.0,9.105,36.8975,27.7925,17.004548192771086,3.703070111772391,14.76875,0.0,6.437,6.437,3.3815662650602407,2.944996371026274,6.437,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,189.1325301204819,34.14602990274353,194.0,p,Si,-0.153293,p,Si,-0.153293,0.0,-2.4702697126901203,,6,0.6111415350830071,0.5429687231404775,0.5029209604497061,0.49063239634194544,0.48457520347129995,0.0,2.0,2.578313253012048,0.03614457831325302,0.0,0.433420365535248,0.5587467362924281,0.00783289817232376,0.0,,0.29874623129030253,,0.012635463080720687,0.01857028515617092,0.039270455493905274,0.04615477669715042,0.05040594184774303
